CaseNumber,ProductFamily,CaseAge,Priority,Escalated,DateOpened,DateInitialResponse,TimeToInitialResponse,DateEscalated,DaysToEscalate,AverageCSAT
1067399,Steelhead,11,P3,0,16/2/18 0:02,16/2/18 1:26,1,,0,5
1067470,Steelhead,82,P3,0,16/2/18 2:54,16/2/18 22:33,19,,0,4.6
1067562,APM,5,P3,0,16/2/18 6:28,16/2/18 6:59,0,,0,5
1067565,Steelhead,50,P2,1,16/2/18 6:35,16/2/18 6:42,0,17/2/18 2:04,0,5
1067566,Steelhead,7,P1,0,16/2/18 6:36,16/2/18 6:39,0,,0,3.6
1067718,NPM,12,P4,0,16/2/18 16:40,16/2/18 20:25,3,,0,5
1067773,NPM,18,P2,1,16/2/18 22:14,17/2/18 1:15,3,22/2/18 4:12,5,4.4
1067864,NPM,6,P3,0,17/2/18 3:11,17/2/18 5:41,2,,0,5
1067920,APM,0,P3,0,17/2/18 5:23,17/2/18 6:41,1,,0,3.6
1067944,APM,3,P2,0,17/2/18 6:49,17/2/18 9:56,3,,0,4.8
1068085,Steelhead,19,P2,0,18/2/18 19:03,18/2/18 19:05,0,,0,5
1068086,SteelConnect,3,P2,0,18/2/18 19:20,18/2/18 23:11,3,,0,4.6
1068107,NPM,3,P2,0,19/2/18 6:40,19/2/18 11:35,4,,0,5
1068145,Steelhead,0,P3,0,19/2/18 15:46,19/2/18 15:49,0,,0,5
1068188,APM NPM,10,P3,0,19/2/18 20:34,19/2/18 22:08,1,,0,5
1068193,APM NPM,8,P3,0,19/2/18 20:47,19/2/18 22:21,1,,0,5
1068226,APM,1,P3,0,19/2/18 22:42,19/2/18 23:32,0,,0,4.8
1068519,NPM,9,P2,0,20/2/18 0:34,20/2/18 0:49,0,,0,4
1068520,SteelConnect,3,P2,0,20/2/18 0:40,20/2/18 2:54,2,,0,4.6
1068625,Steelhead,7,P3,0,20/2/18 4:04,20/2/18 6:41,2,,0,5
1068652,Steelhead,0,P2,0,20/2/18 6:19,,0,,0,5
1068706,APM,9,P3,0,20/2/18 11:53,20/2/18 12:34,0,,0,3.8
1068747,APM,2,P2,0,20/2/18 17:50,20/2/18 18:05,0,,0,4.2
1068786,SteelConnect,2,P1,0,20/2/18 20:44,20/2/18 20:56,0,,0,2.6
1068794,Steelhead,17,P3,0,20/2/18 21:12,20/2/18 21:16,0,,0,5
1068795,Steelhead,13,P2,0,20/2/18 21:13,20/2/18 21:22,0,,0,5
1068841,Steelhead,24,P2,0,21/2/18 0:05,21/2/18 0:47,0,,0,5
1068848,Steelhead,6,P4,0,21/2/18 0:31,21/2/18 2:13,1,,0,5
1068981,Steelhead,14,P4,0,21/2/18 4:33,21/2/18 4:44,0,,0,5
1069031,Steelhead,7,P2,0,21/2/18 6:16,21/2/18 6:25,0,,0,3
1069109,SteelConnect,8,P2,0,21/2/18 9:19,21/2/18 11:09,1,,0,5
1069143,Steelhead,0,P1,0,21/2/18 11:02,21/2/18 11:02,0,,0,4.2
1069145,Steelhead,28,P4,0,21/2/18 11:05,21/2/18 11:26,0,,0,5
1069184,SteelConnect,14,P2,0,21/2/18 13:32,21/2/18 13:37,0,,0,4.4
1069197,NPCM,35,P3,1,21/2/18 15:04,21/2/18 16:03,0,22/2/18 17:11,1,4.6
1069222,Steelhead,0,P4,0,21/2/18 19:21,21/2/18 19:46,0,,0,4.8
1069240,Steelhead,13,P3,0,21/2/18 20:39,22/2/18 0:43,4,,0,5
1069285,Steelhead,1,P3,0,21/2/18 23:31,21/2/18 23:43,0,,0,4.75
1069296,NPM,22,P3,0,22/2/18 0:12,22/2/18 0:15,0,,0,5
1069315,NPM,19,P4,0,22/2/18 0:56,22/2/18 1:22,0,,0,4.8
1069340,APM,19,P3,0,22/2/18 1:43,22/2/18 1:52,0,,0,4.8
1069462,APM,1,P4,0,22/2/18 5:36,22/2/18 8:06,2,,0,4.6
1069622,Steelhead,34,P3,0,22/2/18 14:08,22/2/18 15:55,1,,0,5
1069717,Steelhead,65,P2,0,22/2/18 21:01,22/2/18 23:39,2,,0,4.8
1069779,Steelhead,35,P3,0,23/2/18 0:07,23/2/18 0:50,0,,0,5
1069813,Steelhead,7,P2,0,23/2/18 2:03,23/2/18 3:11,1,,0,5
1069835,NPM,4,P3,0,23/2/18 2:53,23/2/18 3:00,0,,0,5
1069896,Steelhead,4,P4,0,23/2/18 4:37,23/2/18 5:05,0,,0,5
1069927,Steelhead,1,P3,0,23/2/18 5:50,23/2/18 6:02,0,,0,4.2
1070001,APM NPM,4,P4,0,23/2/18 8:52,23/2/18 11:07,2,,0,4
1070336,Steelhead,3,P4,0,23/2/18 12:36,24/2/18 19:28,6,,0,4
1070675,Steelhead,4,P3,0,23/2/18 17:43,23/2/18 21:30,3,,0,5
1070710,APM,0,P3,0,23/2/18 20:22,23/2/18 21:27,1,,0,5
1070720,Steelhead,70,P4,0,23/2/18 21:21,24/2/18 1:02,3,,0,4.6
1070729,Steelhead,11,P2,1,23/2/18 21:49,24/2/18 1:30,3,6/3/18 7:58,10,3.8
1070776,APM NPM,34,P3,0,24/2/18 1:11,24/2/18 3:40,2,,0,4.4
1070803,Steelhead,4,P2,0,24/2/18 2:18,24/2/18 2:18,0,,0,5
1070848,APM NPM,20,P4,0,24/2/18 3:39,24/2/18 4:35,0,,0,4.8
1070862,NPM,0,P3,0,24/2/18 4:12,24/2/18 5:48,1,,0,4.6
1070935,Steelhead,14,P3,0,24/2/18 7:57,24/2/18 10:55,2,,0,5
1070937,Steelhead,6,P3,0,24/2/18 8:03,24/2/18 8:34,0,,0,4.2
1070959,APM,18,P3,0,24/2/18 9:38,24/2/18 9:47,0,,0,3.8
1070974,Steelhead,3,P2,0,24/2/18 11:34,24/2/18 15:16,3,,0,5
1071044,SteelConnect,10,P2,0,25/2/18 15:23,25/2/18 15:30,0,,0,4.5
1071124,NPM,22,P3,0,26/2/18 17:24,26/2/18 17:40,0,,0,5
1071168,APM,1,P4,0,26/2/18 20:14,27/2/18 3:36,7,,0,5
1071182,Steelhead,7,P4,0,26/2/18 21:07,27/2/18 3:45,6,,0,4
1071198,Steelhead,14,P2,0,26/2/18 21:57,26/2/18 22:24,0,,0,4.6
1071281,APM,2,P1,0,27/2/18 1:50,27/2/18 1:53,0,,0,5
1071302,Steelhead,8,P2,0,27/2/18 2:20,27/2/18 2:51,0,,0,5
1071303,Steelhead,1,P3,0,27/2/18 2:21,27/2/18 2:24,0,,0,5
1071307,Steelhead,1,P3,0,27/2/18 2:27,27/2/18 2:30,0,,0,5
1071316,Steelhead,77,P3,0,27/2/18 2:45,27/2/18 8:39,5,,0,4.6
1071379,APM,0,P2,0,27/2/18 4:59,27/2/18 5:36,0,,0,3.6
1071454,Steelhead,2,P1,0,27/2/18 7:58,27/2/18 8:01,0,,0,5
1071526,Steelhead,21,P2,0,27/2/18 12:35,27/2/18 12:43,0,,0,5
1071602,Steelhead,7,P4,0,27/2/18 19:40,27/2/18 22:56,3,,0,3.2
1071674,Steelhead,38,P2,1,27/2/18 23:57,28/2/18 2:14,2,2/3/18 22:13,2,4.8
1071734,APM,0,P3,0,28/2/18 2:50,28/2/18 3:03,0,,0,5
1071786,NPM,30,P3,0,28/2/18 4:21,28/2/18 4:54,0,,0,2.6
1071835,Steelhead,2,P3,0,28/2/18 5:55,28/2/18 5:59,0,,0,5
1071860,Steelhead,9,P1,0,28/2/18 7:06,28/2/18 7:18,0,,0,4.8
1071901,NPM,0,P2,0,28/2/18 9:13,28/2/18 10:33,1,,0,5
1071955,SteelConnect,22,P2,0,28/2/18 13:15,28/2/18 13:31,0,,0,4.6
1071988,NPM,2,P3,0,28/2/18 16:36,28/2/18 16:43,0,,0,5
1072038,NPM,15,P4,0,28/2/18 20:25,1/3/18 4:44,8,,0,5
1072058,APM NPM,14,P3,0,28/2/18 21:43,1/3/18 2:17,4,,0,5
1072106,SteelConnect,1,P3,0,1/3/18 0:37,1/3/18 0:42,0,,0,5
1072125,Steelhead,12,P2,0,1/3/18 1:23,6/3/18 4:21,2,,0,5
1072144,Steelhead,13,P2,0,1/3/18 2:18,1/3/18 5:45,3,,0,5
1072168,Steelhead,0,P4,0,1/3/18 3:21,1/3/18 3:25,0,,0,5
1072212,APM,1,P3,0,1/3/18 4:39,1/3/18 4:50,0,,0,4.8
1072481,Steelhead,28,P2,0,1/3/18 19:09,1/3/18 22:46,3,,0,4.2
1072493,NPCM,11,P2,0,1/3/18 19:43,1/3/18 20:25,0,,0,5
1072512,SteelConnect,0,P2,0,1/3/18 20:36,1/3/18 20:47,0,,0,4
1072515,NPM,36,P3,0,1/3/18 20:52,2/3/18 5:07,8,,0,5
1072554,Steelhead,4,P2,0,1/3/18 23:31,2/3/18 3:28,3,,0,5
1072585,NPM,0,P4,0,2/3/18 1:12,2/3/18 1:15,0,,0,5
1072611,Steelhead,0,P3,0,2/3/18 2:21,2/3/18 2:31,0,,0,5
1072641,Steelhead,7,P3,0,2/3/18 3:32,2/3/18 3:53,0,,0,4
1072816,APM,209,P3,1,2/3/18 9:13,2/3/18 10:47,1,6/3/18 9:07,3,3.4
1072876,NPM,31,P4,0,2/3/18 15:14,2/3/18 19:45,4,,0,5
1072966,SteelConnect,12,P3,0,3/3/18 0:01,3/3/18 0:29,0,,0,5
1072984,Steelhead,25,P2,0,3/3/18 1:09,3/3/18 2:39,1,,0,4.2
1073092,Steelhead,3,P2,0,3/3/18 5:22,3/3/18 7:01,1,,0,4.8
1073148,APM,4,P4,0,3/3/18 7:41,3/3/18 8:21,0,,0,3.8
1073161,Steelhead,24,P3,0,3/3/18 8:18,3/3/18 8:41,0,,0,5
1073189,Steelhead,4,P2,0,3/3/18 9:16,3/3/18 9:56,0,,0,5
1073226,Steelhead,4,P1,0,3/3/18 18:18,3/3/18 18:34,0,,0,5
1073425,Steelhead,23,P2,0,6/3/18 0:34,,4,,0,5
1073427,NPM,17,P3,0,6/3/18 0:47,6/3/18 1:08,0,,0,5
1073562,Steelhead,16,P3,0,6/3/18 7:29,6/3/18 7:48,0,,0,5
1073571,Steelhead,1,P2,0,6/3/18 7:57,6/3/18 8:00,0,,0,5
1073577,Steelhead,8,P2,0,6/3/18 8:26,,0,,0,5
1073578,Steelhead,8,P2,0,6/3/18 8:28,,0,,0,5
1073579,Steelhead,8,P2,0,6/3/18 8:29,,0,,0,5
1073580,Steelhead,8,P2,0,6/3/18 8:30,,0,,0,5
1073581,Steelhead,8,P2,0,6/3/18 8:30,,0,,0,5
1073582,Steelhead,8,P2,0,6/3/18 8:31,,0,,0,5
1073583,Steelhead,8,P2,0,6/3/18 8:32,,0,,0,5
1073584,Steelhead,8,P2,0,6/3/18 8:33,,0,,0,5
1073586,Steelhead,8,P2,0,6/3/18 8:34,,0,,0,5
1073587,Steelhead,8,P2,0,6/3/18 8:35,,0,,0,5
1073588,Steelhead,8,P2,0,6/3/18 8:35,,0,,0,5
1073589,Steelhead,8,P2,0,6/3/18 8:36,,0,,0,5
1073590,Steelhead,8,P2,0,6/3/18 8:37,,0,,0,5
1073593,Steelhead,8,P2,0,6/3/18 8:37,,0,,0,5
1073594,Steelhead,8,P2,0,6/3/18 8:38,,0,,0,5
1073595,Steelhead,4,P2,0,6/3/18 8:38,,0,,0,5
1073596,Steelhead,4,P2,0,6/3/18 8:39,,0,,0,5
1073597,Steelhead,4,P2,0,6/3/18 8:40,,0,,0,5
1073598,Steelhead,4,P2,0,6/3/18 8:40,,0,,0,5
1073599,Steelhead,4,P2,0,6/3/18 8:41,,0,,0,5
1073641,Steelhead,23,P3,0,6/3/18 12:26,6/3/18 15:14,2,,0,3.8
1073646,Steelhead,6,P4,0,6/3/18 12:56,6/3/18 14:53,1,,0,5
1073717,Steelhead,2,P2,0,6/3/18 20:29,6/3/18 22:13,1,,0,4
1073752,NPM,10,P3,0,6/3/18 23:06,7/3/18 2:31,3,,0,4.4
1073777,Steelhead,20,P4,0,7/3/18 0:45,7/3/18 4:01,3,,0,2.8
1073812,NPM,8,P3,1,7/3/18 2:29,7/3/18 2:45,0,9/3/18 4:23,2,5
1073868,APM,17,P2,0,7/3/18 4:47,7/3/18 6:08,1,,0,4.25
1073934,Steelhead,8,P2,0,7/3/18 7:49,7/3/18 8:12,0,,0,4
1074049,SteelConnect,0,P2,0,7/3/18 19:00,7/3/18 19:10,0,,0,5
1074053,Steelhead,6,P4,0,7/3/18 19:12,7/3/18 20:49,1,,0,4.8
1074086,APM NPM,44,P2,0,7/3/18 21:14,7/3/18 23:04,1,,0,4.8
1074097,APM,82,P2,1,7/3/18 21:52,7/3/18 23:07,1,13/3/18 23:00,6,4
1074100,Steelhead,13,P2,0,7/3/18 22:03,8/3/18 0:17,2,,0,5
1074106,NPM,0,P3,0,7/3/18 22:40,7/3/18 23:44,1,,0,4.8
1074120,Steelhead,1,P4,0,7/3/18 23:40,8/3/18 1:05,1,,0,5
1074121,Steelhead,0,P2,0,7/3/18 23:42,7/3/18 23:42,0,,0,5
1074143,Steelhead,9,P3,0,8/3/18 1:01,8/3/18 1:20,0,,0,3.6
1074232,APM,0,P3,0,8/3/18 5:40,8/3/18 8:05,2,,0,4.8
1074510,Steelhead,5,P3,0,8/3/18 7:52,8/3/18 7:54,0,,0,4
1074512,Steelhead,6,P3,0,8/3/18 7:52,8/3/18 7:54,0,,0,4
1074513,Steelhead,5,P3,0,8/3/18 7:53,8/3/18 7:54,0,,0,4
1074559,Steelhead,13,P2,0,8/3/18 8:54,8/3/18 9:13,0,,0,5
1074661,Steelhead,116,P2,0,8/3/18 18:28,8/3/18 18:38,0,,0,5
1074751,SteelConnect,6,P2,0,9/3/18 0:14,9/3/18 1:10,0,,0,4.2
1074756,NPM,1,P4,0,9/3/18 0:50,9/3/18 1:10,0,,0,5
1074760,SteelConnect,19,P2,0,9/3/18 1:01,9/3/18 4:51,3,,0,4.2
1074787,APM,35,P3,0,9/3/18 1:52,9/3/18 4:54,3,,0,4.8
1074810,NPM,42,P3,0,9/3/18 2:37,9/3/18 2:56,0,,0,4.6
1074835,Steelhead,19,P2,0,9/3/18 3:22,9/3/18 3:39,0,,0,4.25
1074871,Steelhead,8,P3,1,9/3/18 4:15,9/3/18 4:18,0,16/3/18 5:50,7,5
1074915,Steelhead,12,P2,0,9/3/18 5:23,9/3/18 5:31,0,,0,5
1074942,SteelConnect,26,P2,0,9/3/18 6:20,9/3/18 18:07,11,,0,4.25
1074957,NPM,7,P4,0,9/3/18 7:07,9/3/18 8:33,1,,0,2.6
1075197,NPM,41,P2,0,9/3/18 21:46,9/3/18 22:15,0,,0,4.6
1075213,Steelhead,13,P3,0,9/3/18 23:05,10/3/18 1:03,1,,0,5
1075332,NPM,28,P3,1,10/3/18 4:20,10/3/18 7:31,3,16/3/18 2:28,5,5
1075381,NPM,14,P2,1,10/3/18 6:25,10/3/18 6:29,0,21/3/18 2:48,10,3
1075469,NPM,139,P4,0,10/3/18 20:55,11/3/18 1:04,4,,0,4.2
1075526,Steelhead,6,P2,1,11/3/18 0:30,11/3/18 0:35,0,15/3/18 7:35,4,4.4
1075695,Steelhead,9,P3,0,12/3/18 19:50,18/3/18 17:32,21,,0,4
1075731,Steelhead,4,P2,0,12/3/18 21:58,12/3/18 22:27,0,,0,4
1075762,NPM,10,P3,0,12/3/18 23:48,13/3/18 2:37,2,,0,5
1075836,Steelhead,1,P3,0,13/3/18 1:58,,0,,0,5
1075926,Steelhead,1,P2,0,13/3/18 4:15,13/3/18 4:28,0,,0,5
1076014,APM,3,P3,0,13/3/18 7:32,13/3/18 12:37,5,,0,3.5
1076103,Steelhead,22,P4,0,13/3/18 11:48,13/3/18 16:32,4,,0,5
1076124,NPCM,6,P2,0,13/3/18 14:20,13/3/18 14:37,0,,0,4.8
1076240,NPM,8,P2,0,13/3/18 23:49,14/3/18 0:55,1,,0,4.75
1076248,Steelhead,3,P2,0,14/3/18 0:25,14/3/18 1:01,0,,0,4.8
1076305,NPM,0,P2,0,14/3/18 2:31,14/3/18 3:57,1,,0,4.6
1076320,Steelhead,0,P2,0,14/3/18 3:04,14/3/18 3:08,0,,0,5
1076365,Steelhead,23,P2,0,14/3/18 4:22,14/3/18 8:05,3,,0,5
1076431,SteelConnect,1,P2,0,14/3/18 6:33,14/3/18 6:50,0,,0,4.8
1076444,Steelhead,2,P3,0,14/3/18 7:01,14/3/18 7:34,0,,0,4.6
1076633,Steelhead,22,P3,0,14/3/18 23:27,15/3/18 21:28,22,,0,5
