CaseNumber,ProductFamily,CaseAge,Priority,Escalated,DateOpened,DateInitialResponse,TimeToInitialResponse,DateEscalated,DaysToEscalate,AverageCSAT
1132327,Steelhead,8,P2,0,12/9/18 5:25,12/9/18 5:27,0,,0,3.8
1132358,Steelhead,17,P2,0,12/9/18 7:23,12/9/18 10:24,3,,0,5
1132387,Steelhead,22,P2,0,12/9/18 9:47,12/9/18 12:06,2,,0,4.8
1132394,Steelhead,0,P2,0,12/9/18 10:44,12/9/18 11:45,1,,0,4
1132409,Steelhead,3,P2,0,12/9/18 12:21,12/9/18 12:30,0,,0,4.2
1132419,Steelhead,1,P2,0,12/9/18 13:42,12/9/18 14:22,0,,0,4.4
1132452,Steelhead,23,P2,0,12/9/18 18:11,12/9/18 18:18,0,,0,3.6
1132506,NPM,1,P4,0,12/9/18 21:40,12/9/18 21:48,0,,0,4.8
1132571,Steelhead,1,P3,0,13/9/18 1:05,13/9/18 1:17,0,,0,4.2
1132615,Steelhead,5,P2,0,13/9/18 2:18,13/9/18 2:21,0,,0,4.4
1132736,Steelhead,11,P3,0,13/9/18 11:13,13/9/18 13:15,2,,0,5
1132846,Steelhead,26,P3,0,13/9/18 21:00,13/9/18 22:42,1,,0,3.8
1132857,Steelhead,12,P3,0,13/9/18 21:55,14/9/18 4:20,6,,0,4
1132866,Steelhead,12,P3,0,13/9/18 22:39,13/9/18 22:47,0,,0,5
1132941,Steelhead,0,P1,0,14/9/18 1:15,14/9/18 1:17,0,,0,5
1133004,SteelConnect,28,P2,0,14/9/18 4:24,14/9/18 5:27,1,,0,4.8
1133008,NPCM,1,P3,0,14/9/18 4:36,14/9/18 5:22,0,,0,2.8
1133022,Steelhead,8,P2,0,14/9/18 5:15,14/9/18 5:40,0,,0,5
1133027,APM,7,P3,0,14/9/18 5:30,14/9/18 7:33,2,,0,5
1133045,Steelhead,1,P3,0,14/9/18 6:39,14/9/18 7:40,1,,0,5
1133048,Steelhead,13,P4,0,14/9/18 6:43,14/9/18 6:56,0,,0,5
1133107,Steelhead,3,P3,0,14/9/18 12:42,14/9/18 13:23,0,,0,5
1133183,APM,12,P4,0,14/9/18 19:56,15/9/18 6:05,10,,0,4.33
1133201,Steelhead,0,P3,0,14/9/18 21:38,14/9/18 21:48,0,,0,4.8
1133212,Steelhead,5,P2,0,14/9/18 22:09,14/9/18 22:15,0,,0,4.4
1133215,Steelhead,0,P3,0,14/9/18 22:18,,0,,0,4.6
1133273,Steelhead,5,P3,0,15/9/18 0:57,15/9/18 0:59,0,,0,4
1133384,Steelhead,7,P4,0,15/9/18 6:00,15/9/18 6:33,0,,0,2.25
1133469,Steelhead,6,P2,0,16/9/18 1:55,16/9/18 2:05,0,,0,5
1133591,SteelConnect,7,P3,0,17/9/18 18:21,17/9/18 20:40,2,,0,4
1133810,Steelhead,0,P3,0,18/9/18 4:43,18/9/18 4:50,0,,0,4.6
1133861,NPM,43,P2,0,18/9/18 6:59,18/9/18 7:01,0,,0,4.4
1133863,NPM,43,P2,0,18/9/18 7:01,18/9/18 7:02,0,,0,4.6
1133865,NPM,43,P2,0,18/9/18 7:04,18/9/18 7:06,0,,0,4.6
1133872,SteelConnect,23,P2,0,18/9/18 7:24,18/9/18 11:19,3,,0,4.2
1133927,NPM,15,P3,0,18/9/18 12:33,18/9/18 18:27,5,,0,3.2
1133980,NPM,2,P3,0,18/9/18 18:28,18/9/18 21:04,2,,0,4.8
1134002,Steelhead,36,P3,0,18/9/18 19:28,18/9/18 23:35,4,,0,5
1134046,Steelhead,20,P1,0,18/9/18 22:17,18/9/18 23:25,1,,0,1
1134116,NPM,1,P2,0,19/9/18 1:10,19/9/18 1:51,0,,0,5
1134118,NPM,1,P3,0,19/9/18 1:14,19/9/18 1:18,0,,0,5
1134160,Steelhead,21,P2,0,19/9/18 2:41,19/9/18 2:46,0,,0,5
1134162,NPM,7,P3,0,19/9/18 2:47,19/9/18 3:04,0,,0,4.4
1134197,Steelhead,104,P3,1,19/9/18 4:02,19/9/18 7:00,2,21/11/18 10:26,3,5
1134422,NPCM,91,P1,1,19/9/18 20:09,20/9/18 0:26,4,20/10/18 4:19,30,3.8
1134455,Steelhead,9,P2,0,19/9/18 21:54,20/9/18 0:39,2,,0,5
1134466,APM,20,P2,1,19/9/18 22:26,19/9/18 23:24,0,21/9/18 1:09,1,4.5
1134739,Steelhead,7,P4,0,20/9/18 6:06,20/9/18 6:42,0,,0,3.8
1134900,Steelhead,15,P3,0,20/9/18 15:38,20/9/18 16:20,0,,0,3.4
1134928,Steelhead,35,P2,0,20/9/18 17:31,20/9/18 21:50,4,,0,3
1135023,Steelhead,5,P3,0,20/9/18 21:51,20/9/18 22:04,0,,0,5
1135187,NPM,20,P2,1,21/9/18 1:46,21/9/18 2:27,0,26/9/18 7:20,5,3.4
1135323,NPM,0,P2,0,21/9/18 3:32,21/9/18 3:45,0,,0,4
1135378,Steelhead,0,P3,0,21/9/18 4:18,21/9/18 5:00,0,,0,4.8
1135428,Steelhead,0,P2,0,21/9/18 5:00,21/9/18 5:33,0,,0,5
1135631,SteelConnect,17,P1,1,21/9/18 13:52,21/9/18 14:11,0,24/9/18 12:41,2,3.2
1135638,Steelhead,10,P3,0,21/9/18 14:12,21/9/18 14:15,0,,0,4.4
1135665,Steelhead,52,P2,0,21/9/18 16:35,21/9/18 17:38,1,,0,3.8
1135668,NPM,5,P3,1,21/9/18 17:03,21/9/18 17:53,0,24/9/18 15:39,2,5
1135705,NPM,21,P2,0,21/9/18 19:34,22/9/18 1:10,5,,0,5
1135835,Steelhead,23,P2,0,22/9/18 1:18,22/9/18 1:29,0,,0,4.4
1135865,Steelhead,0,P2,0,22/9/18 2:20,22/9/18 2:22,0,,0,4
1135881,Steelhead,0,P2,0,22/9/18 2:51,22/9/18 3:03,0,,0,4
1135893,APM NPM,12,P2,1,22/9/18 3:13,22/9/18 3:30,0,26/9/18 4:00,4,4
1135929,Steelhead,0,P3,0,22/9/18 4:49,22/9/18 4:53,0,,0,4.6
1135943,Steelhead,0,P3,0,22/9/18 5:17,22/9/18 5:17,0,,0,4.4
1136103,Steelhead,1,P3,0,23/9/18 17:22,23/9/18 17:26,0,,0,1.6
1136202,Steelhead,50,P3,0,24/9/18 19:02,24/9/18 19:19,0,,0,5
1136206,SteelConnect,49,P3,1,24/9/18 19:26,24/9/18 20:15,0,28/9/18 1:43,3,5
1136232,APM,11,P3,0,24/9/18 21:19,28/9/18 22:52,1,,0,3
1136233,NPM,2,P2,0,24/9/18 21:27,25/9/18 2:00,4,,0,4.4
1136235,APM,18,P2,0,24/9/18 21:35,2/10/18 3:10,5,,0,2.2
1136516,Steelhead,77,P2,1,25/9/18 16:02,25/9/18 17:11,1,26/9/18 14:13,0,5
1136534,Steelhead,1,P3,0,25/9/18 17:24,25/9/18 17:28,0,,0,4.8
1136545,Steelhead,11,P4,0,25/9/18 18:16,25/9/18 19:59,1,,0,5
1136625,Steelhead,15,P3,0,25/9/18 22:52,25/9/18 23:47,0,,0,5
1136630,Steelhead,29,P3,0,25/9/18 23:03,26/9/18 0:51,1,,0,5
1136648,Steelhead,0,P2,0,25/9/18 23:26,25/9/18 23:35,0,,0,4.4
1136671,Steelhead,8,P4,0,25/9/18 23:56,26/9/18 0:05,0,,0,4.8
1136699,Steelhead,9,P4,0,26/9/18 0:40,26/9/18 0:40,0,,0,4.4
1136703,SteelConnect,22,P3,1,26/9/18 0:46,26/9/18 2:55,2,27/9/18 0:16,0,4.2
1136809,NPM,3,P2,0,26/9/18 4:49,26/9/18 4:55,0,,0,5
1136852,APM,1,P3,0,26/9/18 6:56,26/9/18 9:15,2,,0,4
1136935,Steelhead,1,P4,0,26/9/18 13:01,26/9/18 16:21,3,,0,4.6
1136973,NPM,12,P3,0,26/9/18 17:37,26/9/18 18:35,0,,0,4.8
1136976,APM,44,P3,1,26/9/18 17:51,26/9/18 19:12,1,2/10/18 16:07,5,5
1137053,Steelhead,9,P2,0,26/9/18 22:46,26/9/18 22:57,0,,0,4.75
1137167,SteelConnect,7,P3,0,27/9/18 3:46,27/9/18 4:26,0,,0,2.2
1137216,Steelhead,6,P2,0,27/9/18 6:19,27/9/18 6:28,0,,0,5
1137261,NPM,29,P2,1,27/9/18 9:21,27/9/18 11:11,1,10/10/18 6:52,12,3.4
1137289,NPM,5,P2,0,27/9/18 11:34,27/9/18 11:48,0,,0,5
1137314,NPM,8,P3,0,27/9/18 14:38,27/9/18 16:57,2,,0,4
1137326,SteelConnect,12,P2,0,27/9/18 15:42,27/9/18 16:20,0,,0,3
1137345,Steelhead,6,P2,0,27/9/18 17:33,27/9/18 18:08,0,,0,4.2
1137486,NPM,0,P4,0,28/9/18 0:32,28/9/18 0:34,0,,0,5
1137529,Steelhead,41,P2,0,28/9/18 1:57,28/9/18 2:00,0,,0,4.2
1137552,Steelhead,5,P3,0,28/9/18 2:50,28/9/18 3:19,0,,0,4.8
1137601,NPM,41,P2,1,28/9/18 4:50,28/9/18 9:10,4,28/9/18 23:25,0,5
1137655,Steelhead,1,P4,0,28/9/18 7:47,28/9/18 7:54,0,,0,5
1137682,Steelhead,10,P3,0,28/9/18 11:24,28/9/18 11:52,0,,0,5
1137729,Steelhead,0,P1,0,28/9/18 18:22,28/9/18 18:24,0,,0,4.4
1137875,Steelhead,0,P4,0,29/9/18 3:12,29/9/18 3:16,0,,0,5
1137880,Steelhead,13,P2,0,29/9/18 3:24,29/9/18 3:26,0,,0,5
1137891,Steelhead,0,P2,0,29/9/18 3:54,29/9/18 4:13,0,,0,4.8
1137929,Steelhead,28,P2,0,29/9/18 5:25,29/9/18 7:12,1,,0,3.8
1137941,NPM,0,P1,0,29/9/18 5:58,29/9/18 6:05,0,,0,5
1138077,Steelhead,16,P2,0,1/10/18 12:20,1/10/18 12:32,0,,0,5
1138087,Steelhead,0,P1,0,1/10/18 14:40,1/10/18 15:18,0,,0,4.8
1138131,Steelhead,8,P3,0,1/10/18 18:27,1/10/18 18:36,0,,0,5
1138133,NPM,0,P4,0,1/10/18 18:31,1/10/18 21:49,3,,0,5
1138139,NPM,3,P4,0,1/10/18 18:39,1/10/18 21:46,3,,0,5
1138141,NPM,8,P4,0,1/10/18 18:42,1/10/18 21:48,3,,0,5
1138143,Steelhead,2,P3,0,1/10/18 18:58,1/10/18 18:59,0,,0,5
1138148,Steelhead,9,P4,0,1/10/18 19:15,1/10/18 19:20,0,,0,1
1138161,Steelhead,59,P2,0,1/10/18 20:11,2/10/18 0:02,3,,0,3.2
1138265,NPM,4,P2,0,2/10/18 0:47,2/10/18 1:24,0,,0,4.8
1138341,Steelhead,0,P1,0,2/10/18 3:21,2/10/18 3:23,0,,0,5
1138399,APM,18,P2,0,2/10/18 5:50,2/10/18 6:32,0,,0,5
1138481,SteelConnect,27,P2,0,2/10/18 12:06,2/10/18 12:46,0,,0,4.2
1138485,Steelhead,12,P3,0,2/10/18 12:32,2/10/18 20:16,7,,0,5
1138507,APM,6,P4,0,2/10/18 15:35,2/10/18 15:39,0,,0,5
1138544,NPM,20,P4,0,2/10/18 18:21,2/10/18 21:54,3,,0,4.2
1138607,Steelhead,16,P3,0,2/10/18 23:35,2/10/18 23:50,0,,0,5
1138609,Steelhead,22,P1,0,2/10/18 23:47,3/10/18 0:36,0,,0,5
1138620,NPM,8,P3,0,3/10/18 0:11,3/10/18 0:15,0,,0,4
1138663,APM NPM,3,P2,0,3/10/18 1:27,3/10/18 3:00,1,,0,4.75
1138742,Steelhead,7,P3,0,3/10/18 4:13,3/10/18 4:16,0,,0,5
1138750,Steelhead,0,P4,0,3/10/18 4:39,3/10/18 4:48,0,,0,5
1138860,Steelhead,2,P3,0,3/10/18 13:32,3/10/18 13:56,0,,0,5
1139105,NPM,2,P2,0,4/10/18 3:02,4/10/18 3:32,0,,0,4.2
1139133,Steelhead,7,P1,0,4/10/18 4:37,4/10/18 4:39,0,,0,3
1139201,Steelhead,13,P3,0,4/10/18 7:07,4/10/18 7:25,0,,0,4.4
1139214,Steelhead,19,P4,0,4/10/18 8:55,4/10/18 10:13,1,,0,5
1139295,Steelhead,1,P2,0,4/10/18 18:47,4/10/18 19:00,0,,0,5
1139337,Steelhead,1,P3,0,4/10/18 21:09,5/10/18 5:38,8,,0,4
1139378,SteelConnect,98,P3,1,4/10/18 23:05,4/10/18 23:14,0,5/10/18 21:57,0,5
1139418,Steelhead,13,P4,0,5/10/18 0:09,5/10/18 5:50,5,,0,4.8
1139436,Steelhead,118,P2,1,5/10/18 0:56,5/10/18 4:34,3,10/10/18 3:56,5,5
1139441,Steelhead,9,P3,0,5/10/18 1:09,5/10/18 1:19,0,,0,3.4
1139484,Steelhead,5,P3,0,5/10/18 2:55,,1,,0,5
1139489,Steelhead,12,P3,1,5/10/18 3:12,5/10/18 4:56,1,5/10/18 5:11,0,4
1139614,Steelhead,10,P3,0,5/10/18 10:46,5/10/18 15:20,4,,0,5
1139658,Steelhead,10,P4,0,5/10/18 15:21,5/10/18 16:06,0,,0,5
1139703,Steelhead,12,P2,0,5/10/18 21:16,5/10/18 22:40,1,,0,5
1139710,Steelhead,4,P3,0,5/10/18 22:01,5/10/18 22:15,0,,0,4.8
1139743,Steelhead,0,P4,0,6/10/18 0:00,6/10/18 0:04,0,,0,4
1139751,Steelhead,5,P3,0,6/10/18 0:14,6/10/18 0:30,0,,0,5
1139762,Steelhead,53,P3,0,6/10/18 0:56,6/10/18 4:27,3,,0,4
1139790,Steelhead,0,P3,0,6/10/18 2:41,6/10/18 2:43,0,,0,4.8
1139798,Steelhead,6,P4,0,6/10/18 3:13,6/10/18 3:58,0,,0,4
1139799,Steelhead,4,P4,0,6/10/18 3:14,6/10/18 3:26,0,,0,5
1139877,Steelhead,6,P2,0,6/10/18 7:36,6/10/18 8:45,1,,0,5
1139932,Steelhead,33,P1,1,7/10/18 16:19,7/10/18 18:11,1,13/10/18 6:13,5,4
1139946,Steelhead,44,P1,1,8/10/18 2:41,8/10/18 3:21,0,9/10/18 6:34,1,3.8
1140012,Steelhead,23,P3,0,8/10/18 18:44,8/10/18 20:34,1,,0,5
1140017,Steelhead,0,P2,0,8/10/18 19:17,8/10/18 19:20,0,,0,5
1140128,Steelhead,14,P2,0,9/10/18 1:45,9/10/18 9:03,7,,0,4.2
1140140,Steelhead,7,P2,0,9/10/18 2:16,9/10/18 4:03,1,,0,5
1140234,Steelhead,15,P2,0,9/10/18 6:02,9/10/18 6:26,0,,0,4
1140242,Steelhead,39,P2,0,9/10/18 6:39,9/10/18 10:30,3,,0,4.6
1140305,Steelhead,1,P3,0,9/10/18 12:42,9/10/18 13:37,0,,0,5
1140414,SteelConnect,9,P2,1,9/10/18 22:21,10/10/18 1:53,3,10/10/18 3:29,0,1.4
1140416,NPM,0,P2,0,9/10/18 22:31,9/10/18 22:33,0,,0,4.6
1140423,Steelhead,0,P4,0,9/10/18 23:10,9/10/18 23:26,0,,0,5
1140437,Steelhead,3,P4,0,10/10/18 0:10,10/10/18 9:39,9,,0,3.2
1140459,Steelhead,0,P4,0,10/10/18 1:07,10/10/18 1:22,0,,0,4.8
1140506,Steelhead,7,P3,0,10/10/18 2:51,10/10/18 2:54,0,,0,5
1140513,Steelhead,52,P4,0,10/10/18 3:07,10/10/18 6:55,3,,0,5
1140566,NPM,1,P2,0,10/10/18 4:58,10/10/18 5:19,0,,0,4.8
1140580,NPCM,3,P3,0,10/10/18 5:56,10/10/18 6:21,0,,0,5
1140609,NPM,2,P2,0,10/10/18 7:58,10/10/18 8:28,0,,0,5
1140610,NPM,6,P3,0,10/10/18 7:59,10/10/18 8:20,0,,0,4.2
1140612,Steelhead,16,P4,0,10/10/18 8:09,10/10/18 8:29,0,,0,5
1140668,NPM,0,P4,0,10/10/18 14:18,10/10/18 16:17,1,,0,5
1140865,APM NPM,1,P3,0,11/10/18 2:08,11/10/18 3:58,1,,0,4.8
1140875,SteelConnect,0,P2,0,11/10/18 2:25,11/10/18 7:09,4,,0,4.8
1140949,Steelhead,51,P2,0,11/10/18 5:40,11/10/18 5:44,0,,0,3.8
1141102,APM,26,P1,1,11/10/18 18:44,11/10/18 18:58,0,12/10/18 0:37,0,5
1141220,Steelhead,5,P3,0,12/10/18 1:44,12/10/18 2:24,0,,0,4.8
1141247,NPM,0,P4,0,12/10/18 2:35,12/10/18 3:16,0,,0,4.8
1141252,Steelhead,4,P4,0,12/10/18 2:44,12/10/18 2:44,0,,0,5
1141309,Steelhead,1,P2,0,12/10/18 4:41,12/10/18 4:53,0,,0,4.6
1141349,NPM,0,P4,0,12/10/18 6:31,12/10/18 6:53,0,,0,4.8
1141397,Steelhead,6,P4,0,12/10/18 9:21,12/10/18 13:17,3,,0,5
1141402,Steelhead,5,P4,0,12/10/18 10:05,12/10/18 15:18,5,,0,5
1141563,Steelhead,0,P2,0,13/10/18 0:34,13/10/18 1:17,0,,0,4.6
1141635,Steelhead,6,P4,0,13/10/18 4:33,13/10/18 4:37,0,,0,5
1141664,Steelhead,13,P2,0,13/10/18 7:15,13/10/18 13:02,5,,0,2.8
1141674,Steelhead,12,P2,0,13/10/18 7:59,13/10/18 8:06,0,,0,5
1141838,Steelhead,0,P3,0,15/10/18 17:56,15/10/18 18:23,0,,0,5
1141899,NPCM,15,P3,0,15/10/18 22:24,15/10/18 22:54,0,,0,3.6
1141902,NPCM,35,P2,0,15/10/18 22:29,15/10/18 23:59,1,,0,2.2
1141992,Steelhead,17,P2,0,16/10/18 2:58,16/10/18 3:02,0,,0,4.4
1142043,SteelConnect,28,P3,1,16/10/18 4:55,16/10/18 8:45,3,17/10/18 0:37,0,3.4
1142087,APM,1,P4,0,16/10/18 6:55,16/10/18 7:04,0,,0,4.8
1142174,NPM,2,P3,0,16/10/18 12:31,16/10/18 18:38,6,,0,5
1142230,Steelhead,6,P4,0,16/10/18 18:09,16/10/18 19:36,1,,0,4.33
1142291,Steelhead,8,P3,0,16/10/18 21:41,23/10/18 7:16,9,,0,4.4
1142306,SteelConnect,7,P2,0,16/10/18 22:29,17/10/18 2:18,3,,0,3
1142314,Steelhead,34,P2,0,16/10/18 22:45,16/10/18 23:40,0,,0,4
1142318,Steelhead,22,P1,0,16/10/18 22:52,17/10/18 1:44,2,,0,5
1142320,SteelConnect,15,P2,1,16/10/18 23:15,17/10/18 5:11,5,17/10/18 2:05,0,4.8
1142329,Steelhead,8,P2,0,16/10/18 23:46,17/10/18 0:11,0,,0,5
1142338,Steelhead,0,P3,0,17/10/18 0:07,17/10/18 3:25,3,,0,4
1142427,Steelhead,10,P2,0,17/10/18 2:53,17/10/18 2:55,0,,0,5
1142504,Steelhead,0,P3,0,17/10/18 5:46,17/10/18 5:54,0,,0,4.8
1142505,APM,9,P3,0,17/10/18 5:50,17/10/18 6:59,1,,0,5
1142618,Steelhead,0,P3,0,17/10/18 12:29,17/10/18 12:29,0,,0,5
1142694,SteelConnect,1,P2,1,17/10/18 19:00,17/10/18 19:34,0,17/10/18 19:45,0,5
1142773,SteelConnect,0,P4,0,18/10/18 0:29,18/10/18 0:39,0,,0,1
1142798,Steelhead,6,P4,0,18/10/18 1:22,18/10/18 1:27,0,,0,4
1142816,Steelhead,5,P2,0,18/10/18 2:12,18/10/18 2:22,0,,0,4.8
1142840,NPM,1,P2,1,18/10/18 2:55,18/10/18 3:05,0,18/10/18 5:28,0,5
1142843,NPM,3,P3,0,18/10/18 3:04,18/10/18 3:42,0,,0,4.2
1142892,Steelhead,0,P1,0,18/10/18 5:27,18/10/18 5:30,0,,0,5
1142904,Steelhead,8,P3,0,18/10/18 5:50,18/10/18 6:01,0,,0,5
1142986,Steelhead,1,P1,0,18/10/18 13:39,18/10/18 14:14,0,,0,5
1143020,Steelhead,4,P2,0,18/10/18 16:26,18/10/18 16:45,0,,0,5
1143065,Steelhead,291,P1,1,18/10/18 19:33,19/10/18 0:36,5,9/11/18 21:17,22,3
1143076,Steelhead,11,P3,0,18/10/18 20:01,19/10/18 2:32,6,,0,4.8
1143196,Steelhead,0,P1,0,19/10/18 2:02,19/10/18 2:40,0,,0,5
1143198,NPM,0,P3,0,19/10/18 2:08,19/10/18 2:09,0,,0,4.4
1143302,Steelhead,39,P3,0,19/10/18 5:31,19/10/18 5:54,0,,0,4.2
1143390,Steelhead,10,P3,0,19/10/18 13:27,19/10/18 17:23,3,,0,3
1143456,APM NPM,24,P2,0,19/10/18 20:28,19/10/18 23:15,2,,0,4.8
1143540,Steelhead,17,P2,0,20/10/18 0:49,20/10/18 1:34,0,,0,4.75
1143730,Steelhead,3,P2,0,20/10/18 16:11,20/10/18 20:51,4,,0,5
1143779,SteelConnect,4,P1,0,21/10/18 16:20,21/10/18 16:45,0,,0,2.4
1143785,APM,36,P2,0,21/10/18 19:32,21/10/18 20:47,1,,0,4
1143793,Steelhead,8,P1,0,22/10/18 1:44,22/10/18 1:48,0,,0,5
1143819,Steelhead,23,P2,0,22/10/18 13:11,22/10/18 17:02,3,,0,3.6
1143843,Steelhead,0,P3,0,22/10/18 15:35,22/10/18 16:17,0,,0,4.4
1143894,APM NPM,24,P2,0,22/10/18 20:00,22/10/18 21:29,1,,0,4.2
1143899,Steelhead,25,P3,0,22/10/18 20:34,23/10/18 4:12,7,,0,3.8
1144234,Steelhead,27,P3,0,23/10/18 10:31,23/10/18 13:47,3,,0,5
1144289,Steelhead,8,P2,0,23/10/18 14:57,23/10/18 15:34,0,,0,5
1144326,APM,9,P3,0,23/10/18 18:29,23/10/18 22:27,3,,0,4.2
1144341,Steelhead,6,P1,0,23/10/18 19:11,23/10/18 20:05,0,,0,1.5
1144357,Steelhead,14,P3,0,23/10/18 20:04,23/10/18 20:15,0,,0,5
1144423,NPM,31,P3,1,23/10/18 23:41,24/10/18 5:46,6,24/10/18 6:55,0,4
1144439,Steelhead,14,P2,0,24/10/18 0:30,,0,,0,4.4
1144491,NPM,157,P3,1,24/10/18 1:56,24/10/18 2:27,0,27/12/18 23:09,4,2.8
1144621,Steelhead,8,P2,0,24/10/18 8:27,24/10/18 8:31,0,,0,4
1144634,Steelhead,55,P3,1,24/10/18 9:12,24/10/18 9:15,0,15/11/18 9:36,22,5
1144736,Steelhead,0,P4,0,24/10/18 19:18,24/10/18 19:38,0,,0,5
1144745,Steelhead,19,P3,0,24/10/18 19:35,,5,,0,4.2
1144764,Steelhead,26,P3,0,24/10/18 20:41,25/10/18 1:54,5,,0,3.2
1144827,NPM,12,P2,0,25/10/18 0:16,25/10/18 0:23,0,,0,5
1144867,SteelConnect,2,P2,0,25/10/18 1:52,25/10/18 1:57,0,,0,5
1144985,NPM,27,P2,0,25/10/18 6:15,25/10/18 6:26,0,,0,4.6
1144999,Steelhead,2,P1,0,25/10/18 6:51,25/10/18 6:55,0,,0,5
1145030,Steelhead,1,P2,0,25/10/18 8:20,25/10/18 8:28,0,,0,4
1145097,Steelhead,4,P4,0,25/10/18 14:46,25/10/18 15:08,0,,0,5
1145099,Steelhead,14,P3,0,25/10/18 15:19,25/10/18 16:43,1,,0,4.4
1145112,Steelhead,7,P3,0,25/10/18 17:27,26/10/18 0:08,6,,0,5
1145122,NPM,74,P3,0,25/10/18 18:03,26/10/18 1:39,7,,0,4.5
1145124,SteelConnect,36,P1,0,25/10/18 18:04,25/10/18 19:08,1,,0,3
1145131,SteelConnect,2,P4,1,25/10/18 18:36,27/10/18 9:38,15,27/10/18 7:15,1,5
1145187,APM,15,P3,0,25/10/18 21:49,26/10/18 0:46,2,,0,5
1145188,SteelConnect,49,P3,0,25/10/18 21:50,25/10/18 21:54,0,,0,5
1145194,Steelhead,4,P3,0,25/10/18 22:06,25/10/18 22:25,0,,0,4
1145334,Steelhead,1,P4,0,26/10/18 4:00,26/10/18 4:41,0,,0,5
1145339,NPM,13,P2,0,26/10/18 4:10,26/10/18 4:31,0,,0,3.2
1145344,Steelhead,1,P4,0,26/10/18 4:28,26/10/18 5:08,0,,0,4
1145533,Steelhead,11,P2,0,26/10/18 18:20,26/10/18 18:46,0,,0,5
1145568,NPM,10,P3,0,26/10/18 21:16,26/10/18 23:20,2,,0,3.5
1145617,Steelhead,0,P2,0,27/10/18 0:55,27/10/18 1:14,0,,0,5
1145625,SteelConnect,24,P4,1,27/10/18 1:11,29/10/18 20:54,19,16/11/18 22:52,20,5
1145637,SteelConnect,7,P4,0,27/10/18 1:45,27/10/18 3:27,1,,0,5
1145639,Steelhead,32,P3,0,27/10/18 1:50,27/10/18 2:00,0,,0,4.4
1145731,Steelhead,31,P3,0,27/10/18 6:49,27/10/18 8:20,1,,0,3
1145752,Steelhead,91,P4,1,27/10/18 7:44,27/10/18 20:15,12,27/11/18 9:58,31,4.8
1145884,Steelhead,35,P2,0,29/10/18 12:06,29/10/18 12:25,0,,0,5
1145888,APM,28,P3,0,29/10/18 12:45,29/10/18 13:17,0,,0,3.8
1145916,Steelhead,72,P1,1,29/10/18 16:57,29/10/18 21:05,4,2/11/18 22:34,4,1
1145958,SteelConnect,13,P1,0,29/10/18 19:23,29/10/18 19:44,0,,0,3
1146074,Steelhead,9,P2,0,30/10/18 1:23,30/10/18 2:54,1,,0,4.6
1146171,Steelhead,1,P2,0,30/10/18 4:37,30/10/18 5:02,0,,0,4.4
1146230,Steelhead,0,P3,0,30/10/18 7:37,30/10/18 7:44,0,,0,4.8
1146274,APM,7,P4,0,30/10/18 12:16,30/10/18 13:19,1,,0,3.2
1146281,NPM,9,P2,0,30/10/18 13:05,30/10/18 13:39,0,,0,2
1146348,Steelhead,17,P3,1,30/10/18 20:00,30/10/18 20:18,0,12/11/18 19:10,12,5
1146354,Steelhead,28,P2,0,30/10/18 20:14,30/10/18 23:34,3,,0,4
1146506,Steelhead,21,P3,0,31/10/18 3:12,31/10/18 3:17,0,,0,3.2
1146680,Steelhead,2,P4,0,31/10/18 13:20,31/10/18 15:57,2,,0,3.8
1146758,APM,15,P2,0,31/10/18 20:35,1/11/18 0:38,4,,0,1.4
1146859,APM,0,P4,0,1/11/18 2:19,1/11/18 2:46,0,,0,5
1146860,SteelConnect,9,P2,0,1/11/18 2:20,1/11/18 2:23,0,,0,4.2
1146866,Steelhead,28,P3,0,1/11/18 2:27,1/11/18 2:35,0,,0,4
1147030,Steelhead,8,P4,0,1/11/18 11:17,2/11/18 5:00,17,,0,5
1147146,SteelConnect,0,P1,0,1/11/18 22:02,1/11/18 22:59,0,,0,2.4
1147222,APM,6,P2,0,2/11/18 1:20,2/11/18 1:48,0,,0,1.2
1147377,SteelConnect,31,P2,1,2/11/18 10:51,2/11/18 12:36,1,7/11/18 12:16,5,5
1147437,Steelhead,17,P3,0,2/11/18 17:58,2/11/18 19:30,1,,0,5
1147446,Steelhead,8,P3,0,2/11/18 19:58,3/11/18 1:28,5,,0,5
1147463,Steelhead,10,P2,0,2/11/18 21:27,2/11/18 21:27,0,,0,4.33
1147481,NPM,0,P4,0,2/11/18 22:45,2/11/18 23:00,0,,0,3.2
1147535,NPM,0,P3,0,3/11/18 1:37,3/11/18 1:51,0,,0,5
1147651,Steelhead,10,P2,0,3/11/18 6:06,3/11/18 6:29,0,,0,4
1147681,Steelhead,5,P2,0,3/11/18 7:24,3/11/18 7:28,0,,0,4.8
1147847,SteelConnect,28,P2,1,5/11/18 17:51,5/11/18 17:56,0,12/11/18 17:41,6,5
1147857,Steelhead,8,P3,0,5/11/18 18:44,6/11/18 4:34,9,,0,5
1147886,APM NPM,10,P2,0,5/11/18 21:28,6/11/18 0:02,2,,0,4
1147917,Steelhead,14,P2,0,5/11/18 23:13,6/11/18 3:04,3,,0,5
1147944,NPM,0,P3,0,6/11/18 0:28,6/11/18 1:25,0,,0,4
1147946,APM,11,P2,0,6/11/18 0:41,6/11/18 2:06,1,,0,5
1147974,Steelhead,9,P3,0,6/11/18 2:01,6/11/18 2:51,0,,0,5
